doc_id,menu_id,menu_name,category,document
menu_11,11,돌체라떼,커피/라떼,"메뉴명: 돌체라떼

카테고리: 커피/라떼

설명:
달콤한 연유와 부드러운 카페라떼의 조화

가격:
4800원

원재료:
원두, 우유, 연유

알러지:
우유

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[샷 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 샷 1개 추가 (+500원)
- 샷 2개 추가 (+1000원)

[시럽 추가]

필수여부: 선택
최소선택: 0
최대선택: 3

- 바닐라 시럽 (+500원)
- 헤이즐넛 시럽 (+500원)
- 카라멜 시럽 (+500원)

[휘핑 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 휘핑 추가 (+500원)
"
menu_12,12,아인슈페너,커피/라떼,"메뉴명: 아인슈페너

카테고리: 커피/라떼

설명:
카페라떼와 컴포즈 시그니처 크림이 어우러지는 음료

가격:
5200원

원재료:
원두, 우유, 생크림

알러지:
우유

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[샷 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 샷 1개 추가 (+500원)
- 샷 2개 추가 (+1000원)

[시럽 추가]

필수여부: 선택
최소선택: 0
최대선택: 3

- 바닐라 시럽 (+500원)
- 헤이즐넛 시럽 (+500원)
- 카라멜 시럽 (+500원)

[휘핑 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 휘핑 추가 (+500원)
"
menu_13,13,달고나라떼,커피/라떼,"메뉴명: 달고나라떼

카테고리: 커피/라떼

설명:
달콤한 카페라떼 위에 달고나를 올린 음료

가격:
5000원

원재료:
원두, 우유, 달고나

알러지:
우유

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[샷 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 샷 1개 추가 (+500원)
- 샷 2개 추가 (+1000원)

[시럽 추가]

필수여부: 선택
최소선택: 0
최대선택: 3

- 바닐라 시럽 (+500원)
- 헤이즐넛 시럽 (+500원)
- 카라멜 시럽 (+500원)

[휘핑 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 휘핑 추가 (+500원)
"
menu_14,14,꿀아메리카노,커피/라떼,"메뉴명: 꿀아메리카노

카테고리: 커피/라떼

설명:
꿀이 들어간 달콤한 아메리카노

가격:
3300원

원재료:
원두, 물, 꿀

알러지:
없음

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[샷 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 샷 1개 추가 (+500원)
- 샷 2개 추가 (+1000원)

[시럽 추가]

필수여부: 선택
최소선택: 0
최대선택: 3

- 바닐라 시럽 (+500원)
- 헤이즐넛 시럽 (+500원)
- 카라멜 시럽 (+500원)

[휘핑 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 휘핑 추가 (+500원)
"
menu_15,15,더치아메리카노,커피/라떼,"메뉴명: 더치아메리카노

카테고리: 커피/라떼

설명:
찬물로 추출하여 풍부한 향을 가진 더치 아메리카노

가격:
4300원

원재료:
원두, 물

알러지:
없음

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[샷 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 샷 1개 추가 (+500원)
- 샷 2개 추가 (+1000원)

[시럽 추가]

필수여부: 선택
최소선택: 0
최대선택: 3

- 바닐라 시럽 (+500원)
- 헤이즐넛 시럽 (+500원)
- 카라멜 시럽 (+500원)

[휘핑 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 휘핑 추가 (+500원)
"
menu_16,16,더치라떼,커피/라떼,"메뉴명: 더치라떼

카테고리: 커피/라떼

설명:
찬물로 추출한 더치와 부드러운 우유의 조화

가격:
4800원

원재료:
원두, 우유

알러지:
우유

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[샷 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 샷 1개 추가 (+500원)
- 샷 2개 추가 (+1000원)

[시럽 추가]

필수여부: 선택
최소선택: 0
최대선택: 3

- 바닐라 시럽 (+500원)
- 헤이즐넛 시럽 (+500원)
- 카라멜 시럽 (+500원)

[휘핑 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 휘핑 추가 (+500원)
"
menu_17,17,디카페인 아메리카노,커피/라떼,"메뉴명: 디카페인 아메리카노

카테고리: 커피/라떼

설명:
콜롬비아 디카페인 원두로 만든 아메리카노

가격:
3500원

원재료:
디카페인원두, 물

알러지:
없음

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[샷 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 샷 1개 추가 (+500원)
- 샷 2개 추가 (+1000원)

[시럽 추가]

필수여부: 선택
최소선택: 0
최대선택: 3

- 바닐라 시럽 (+500원)
- 헤이즐넛 시럽 (+500원)
- 카라멜 시럽 (+500원)

[휘핑 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 휘핑 추가 (+500원)
"
menu_18,18,디카페인 카페라떼,커피/라떼,"메뉴명: 디카페인 카페라떼

카테고리: 커피/라떼

설명:
디카페인 원두의 부드러운 향미에 우유를 더한 음료

가격:
4900원

원재료:
디카페인원두, 우유

알러지:
우유

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[샷 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 샷 1개 추가 (+500원)
- 샷 2개 추가 (+1000원)

[시럽 추가]

필수여부: 선택
최소선택: 0
최대선택: 3

- 바닐라 시럽 (+500원)
- 헤이즐넛 시럽 (+500원)
- 카라멜 시럽 (+500원)

[휘핑 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 휘핑 추가 (+500원)
"
menu_19,19,디카페인 바닐라라떼,커피/라떼,"메뉴명: 디카페인 바닐라라떼

카테고리: 커피/라떼

설명:
디카페인 원두에 달콤한 바닐라 시럽을 더한 라떼

가격:
5300원

원재료:
디카페인원두, 우유, 바닐라시럽

알러지:
우유

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[샷 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 샷 1개 추가 (+500원)
- 샷 2개 추가 (+1000원)

[시럽 추가]

필수여부: 선택
최소선택: 0
최대선택: 3

- 바닐라 시럽 (+500원)
- 헤이즐넛 시럽 (+500원)
- 카라멜 시럽 (+500원)

[휘핑 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 휘핑 추가 (+500원)
"
menu_20,20,디카페인 연유라떼,커피/라떼,"메뉴명: 디카페인 연유라떼

카테고리: 커피/라떼

설명:
디카페인 원두와 달콤한 연유가 조화로운 라떼

가격:
5800원

원재료:
디카페인원두, 우유, 연유

알러지:
우유

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[샷 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 샷 1개 추가 (+500원)
- 샷 2개 추가 (+1000원)

[시럽 추가]

필수여부: 선택
최소선택: 0
최대선택: 3

- 바닐라 시럽 (+500원)
- 헤이즐넛 시럽 (+500원)
- 카라멜 시럽 (+500원)

[휘핑 추가]

필수여부: 선택
최소선택: 0
최대선택: 1

- 휘핑 추가 (+500원)
"
menu_21,21,곡물라떼,음료/에이드/스무디,"메뉴명: 곡물라떼

카테고리: 음료/에이드/스무디

설명:
풍부한 곡물과 우유가 어우러져 고소한 곡물라떼

가격:
4300원

원재료:
우유, 곡물파우더

알러지:
우유

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[얼음량]

필수여부: 선택
최소선택: 0
최대선택: 1

- 적게 (+0원)
- 보통 (+0원)
- 많이 (+0원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_22,22,고구마라떼,음료/에이드/스무디,"메뉴명: 고구마라떼

카테고리: 음료/에이드/스무디

설명:
자색 고구마와 우유가 어우러진 달콤한 고구마라떼

가격:
4500원

원재료:
우유, 고구마

알러지:
우유

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[얼음량]

필수여부: 선택
최소선택: 0
최대선택: 1

- 적게 (+0원)
- 보통 (+0원)
- 많이 (+0원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_23,23,녹차라떼,음료/에이드/스무디,"메뉴명: 녹차라떼

카테고리: 음료/에이드/스무디

설명:
진한 말차와 우유가 어우러진 부드러운 녹차라떼

가격:
4500원

원재료:
우유, 말차분말

알러지:
우유

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[얼음량]

필수여부: 선택
최소선택: 0
최대선택: 1

- 적게 (+0원)
- 보통 (+0원)
- 많이 (+0원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_24,24,초코라떼,음료/에이드/스무디,"메뉴명: 초코라떼

카테고리: 음료/에이드/스무디

설명:
진한 초콜릿과 우유가 어우러진 달콤한 초코라떼

가격:
4500원

원재료:
우유, 초콜릿

알러지:
우유

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[얼음량]

필수여부: 선택
최소선택: 0
최대선택: 1

- 적게 (+0원)
- 보통 (+0원)
- 많이 (+0원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_25,25,쿠키앤크림라떼,음료/에이드/스무디,"메뉴명: 쿠키앤크림라떼

카테고리: 음료/에이드/스무디

설명:
초코 음료에 초코쿠키 토핑이 더해진 라떼

가격:
4500원

원재료:
우유, 초콜릿, 초코쿠키

알러지:
우유, 밀

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[얼음량]

필수여부: 선택
최소선택: 0
최대선택: 1

- 적게 (+0원)
- 보통 (+0원)
- 많이 (+0원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_26,26,딸기 스무디,음료/에이드/스무디,"메뉴명: 딸기 스무디

카테고리: 음료/에이드/스무디

설명:
딸기의 과육향이 풍부하게 느껴지는 블렌딩 음료

가격:
4800원

원재료:
딸기, 설탕

알러지:
없음

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[얼음량]

필수여부: 선택
최소선택: 0
최대선택: 1

- 적게 (+0원)
- 보통 (+0원)
- 많이 (+0원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_27,27,망고 스무디,음료/에이드/스무디,"메뉴명: 망고 스무디

카테고리: 음료/에이드/스무디

설명:
망고의 과육향이 풍부하게 느껴지는 블렌딩 음료

가격:
4800원

원재료:
망고, 설탕

알러지:
없음

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[얼음량]

필수여부: 선택
최소선택: 0
최대선택: 1

- 적게 (+0원)
- 보통 (+0원)
- 많이 (+0원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_28,28,블루베리 스무디,음료/에이드/스무디,"메뉴명: 블루베리 스무디

카테고리: 음료/에이드/스무디

설명:
블루베리의 과육향이 풍부하게 느껴지는 블렌딩 음료

가격:
4800원

원재료:
블루베리, 설탕

알러지:
없음

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[얼음량]

필수여부: 선택
최소선택: 0
최대선택: 1

- 적게 (+0원)
- 보통 (+0원)
- 많이 (+0원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_29,29,자몽 에이드,음료/에이드/스무디,"메뉴명: 자몽 에이드

카테고리: 음료/에이드/스무디

설명:
자몽 과육과 탄산이 만나 청량감이 가득한 음료

가격:
4500원

원재료:
자몽, 탄산수, 설탕

알러지:
없음

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[얼음량]

필수여부: 선택
최소선택: 0
최대선택: 1

- 적게 (+0원)
- 보통 (+0원)
- 많이 (+0원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_30,30,레몬 에이드,음료/에이드/스무디,"메뉴명: 레몬 에이드

카테고리: 음료/에이드/스무디

설명:
레몬 과육과 탄산이 만나 청량감이 가득한 음료

가격:
4500원

원재료:
레몬, 탄산수, 설탕

알러지:
없음

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[얼음량]

필수여부: 선택
최소선택: 0
최대선택: 1

- 적게 (+0원)
- 보통 (+0원)
- 많이 (+0원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_31,31,페퍼민트 티,차,"메뉴명: 페퍼민트 티

카테고리: 차

설명:
시원한 페퍼민트 향을 담은 허브티

가격:
3500원

원재료:
페퍼민트, 물

알러지:
없음

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)
"
menu_32,32,캐모마일 티,차,"메뉴명: 캐모마일 티

카테고리: 차

설명:
향기로운 국화향을 담은 허브티

가격:
3500원

원재료:
캐모마일, 물

알러지:
없음

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)
"
menu_33,33,잉글리시 블랙퍼스트,차,"메뉴명: 잉글리시 블랙퍼스트

카테고리: 차

설명:
진한 향과 카페인으로 아침에 마시는 홍차

가격:
3500원

원재료:
홍차, 물

알러지:
없음

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)
"
menu_34,34,얼그레이 티,차,"메뉴명: 얼그레이 티

카테고리: 차

설명:
베르가못 향을 담은 홍차

가격:
3500원

원재료:
홍차, 물

알러지:
없음

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)
"
menu_35,35,복숭아 아이스티,차,"메뉴명: 복숭아 아이스티

카테고리: 차

설명:
홍차에 복숭아의 달콤함을 더한 아이스티

가격:
4000원

원재료:
홍차, 복숭아, 설탕

알러지:
복숭아

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)
"
menu_36,36,자몽티,차,"메뉴명: 자몽티

카테고리: 차

설명:
자몽청이 들어가 달콤 쌉쌀함이 가득한 과일 티

가격:
5000원

원재료:
홍차, 자몽, 설탕

알러지:
없음

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)
"
menu_37,37,레몬티,차,"메뉴명: 레몬티

카테고리: 차

설명:
레몬청이 들어가 달콤 상콤함이 가득한 과일 티

가격:
5000원

원재료:
홍차, 레몬, 설탕

알러지:
없음

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)
"
menu_38,38,유자티,차,"메뉴명: 유자티

카테고리: 차

설명:
유자청이 들어가 상콤 쌉쌀함이 가득한 과일 티

가격:
5000원

원재료:
홍차, 유자청, 설탕

알러지:
없음

선택 가능 옵션:

[온도]

필수여부: 필수
최소선택: 1
최대선택: 1

- HOT (+0원)
- ICE (+0원)

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)
"
